mean,std_dev,rms,max_psd,mean_psd,label
-0.07983285160160161,0.2695328290064764,0.28110715057977054,0.006611307258835411,0.00017108164518959339,0
-0.07935694444444444,0.27422105193932583,0.2854727832180663,0.006742443845872901,0.0001767515470307958,0
-0.06825698198198198,0.2791433568391797,0.2873674116122672,0.00710370563271605,0.0001791594100732364,0
-0.059941285035035034,0.27955200579875356,0.2859060712852346,0.0064160661802004715,0.00018076527300378144,0
-0.0986785472972973,0.2689376966370403,0.2864697896273561,0.006326244635682981,0.00016875272901898083,0
-0.07262047047047047,0.2867805432814561,0.2958324065009775,0.007678349465738261,0.00019105516408550693,0
-0.06630297797797799,0.26996441030731566,0.27798717186468325,0.006971066743827162,0.00016921222469497779,0
-0.06254172922922924,0.284639322959923,0.2914292574023164,0.007122727462823185,0.00019445578798659146,0
-0.07192211586586587,0.277902342840577,0.28705836149972125,0.0064543462381300215,0.00018141354083805718,0
-0.07616146771771772,0.28023212991751056,0.2903973412464747,0.006842819690467495,0.00018231021064428102,0
-0.08820726976976977,0.28236539563961066,0.2958221409816223,0.006271602718991514,0.00018402982441588235,0
-0.05940675675675675,0.2793134853402001,0.28556117705536693,0.00613640676712749,0.00017837320397537178,0
-0.07145746996996998,0.2722510232348265,0.28147253803332073,0.005886087979871764,0.00017074659781622214,0
-0.07196050425425426,0.2830927141238464,0.2920955305418629,0.0058232356737368,0.0001851640804534671,0
-0.0859391016016016,0.2767931826253419,0.2898275265256154,0.0059556884714106004,0.0001776219381003564,0
-0.07043019269269268,0.3009277363649262,0.3090597265197268,0.006174217608655953,0.00019971145157920685,0
-0.0705828078078078,0.279085059146839,0.28787219906935885,0.005920380402925447,0.00018115302555198466,0
-0.0821815065065065,0.2886601503397209,0.3001307755059938,0.006149245699810168,0.00019558458743246498,0
-0.07443062437437438,0.2777555694497557,0.2875553411173531,0.005829759494855214,0.00017577750303207672,0
-0.05601321321321321,0.2789384298931034,0.2845068149020312,0.006176456367685253,0.00018033882298683823,0
-0.08037310435435437,0.2791666439153438,0.290506197831496,0.006034362742528565,0.0001769979583785644,0
-0.07014198573573574,0.276276732790737,0.28504163072168326,0.005951841571301032,0.000174723457851229,0
-0.07801305055055056,0.2822599158506758,0.29284244253904407,0.005646510543482671,0.00018072888698570942,0
-0.07561246246246246,0.2821824398510762,0.2921372517155995,0.005860797521902535,0.0001819158763501051,0
-0.06887186561561562,0.2812897877423304,0.28959847817538803,0.005945982018054089,0.0001788886829995818,0
-0.08093699324324324,0.2833169457213769,0.2946511303357692,0.006050418075733389,0.0001822627539964107,0
-0.061440221471471476,0.28590107898961975,0.2924283293080413,0.006118009125397922,0.0001850280371748281,0
-0.07362912912912913,0.28603711199974186,0.29536160565900715,0.005659183784009235,0.0001863745328583714,0
-0.05993973973973974,0.27080025183975837,0.27735455431008216,0.005862433384961539,0.0001671112364068899,0
-0.08756692317317316,0.2670459866379839,0.2810365190032617,0.005235919709123539,0.00016371822741277002,0
-0.07274057807807807,0.2871564181448696,0.29622626517735423,0.005839552074597121,0.0001902576537381037,0
-0.0726092967967968,0.28249376287360534,0.2916759092619994,0.00555872663344651,0.00018621571913270254,0
-0.0631755442942943,0.28827042344661186,0.29511182021560783,0.0057679306558811065,0.00018679821115495814,0
-0.07988379629629631,0.29504011532907176,0.305663361501015,0.006402761546738181,0.0002061012242778001,0
-0.07177689564564564,0.2827709051347288,0.2917384231451861,0.006051526126351577,0.0001839905999495335,0
-0.06620894019019019,0.2950834900236491,0.30242005529667704,0.006480120640065743,0.00020040839548687516,0
-0.0762059496996997,0.2914882231212664,0.30128513237135734,0.005973657104458061,0.00019702455338260248,0
-0.08026141766766767,0.2907617021254005,0.30163597694718697,0.006644938271604938,0.0001955190653518728,0
-0.0698315065065065,0.3030521083767355,0.3109936007260486,0.006053188392502863,0.00020821214380750246,0
